province_name,year,month,rainfall_mm,monthly_mean,rainfall_anomaly,rainfall_zscore,water_area_km2,province_area_km2_x,water_area_pct,population_total,province_area_km2_y,population_density_per_km2,cropland_area_km2,cropland_pct
An Giang,1989,2,6.762408308873497,7.993766770413151,-1.2313584615396538,-0.1788384534309468,99.91128952627685,3540.966155975497,2.821582729834152,,,,,
An Giang,1989,3,50.57094892440005,36.708939552375234,13.862009372024817,0.3931632806154109,70.07762997834328,3540.966155975497,1.979053933065273,,,,,
An Giang,1989,4,46.58509186174207,87.46122282071849,-40.87613095897642,-0.7150105399863567,207.7891890225572,3540.966155975497,5.868149535174352,,,,,
An Giang,1989,5,223.2173928999212,160.90414112279777,62.31325177712344,1.2129139375581397,1.1913349521075056,3540.966155975497,0.0336443473230346,,,,,
An Giang,1989,6,146.06282638084136,164.48686055884076,-18.424034177999403,-0.4758645073946059,18.07556490761524,3540.966155975497,0.5104698579824641,,,,,
An Giang,1989,7,216.5818198801265,201.0466543748563,15.535165505270186,0.3178262518095431,38.259865615901454,3540.966155975497,1.0804922704877218,,,,,
An Giang,1989,8,166.79320722265797,161.81253524050075,4.980671982157219,0.1250782305114925,240.7538456739625,3540.966155975497,6.799100445161908,,,,,
An Giang,1989,9,206.60866428280565,197.52043749205163,9.08822679075402,0.2448789703083036,1072.544357227707,3540.966155975497,30.28959639780101,,,,,
An Giang,1989,10,268.67073256881207,266.69010025401894,1.9806323147931264,0.0279462527749231,1092.329264212817,3540.966155975497,30.848339580130563,,,,,
An Giang,1989,11,85.41570289933594,145.29376415754825,-59.87806125821231,-0.8669226182111223,789.4515726590463,3540.966155975497,22.294807063513467,,,,,
An Giang,1989,12,5.439562064880858,38.958010420002815,-33.518448355121954,-1.179473114273421,893.9725846307025,3540.966155975497,25.24657241137689,,,,,
An Giang,1990,1,9.688420217939717,11.738263733567123,-2.049843515627406,-0.3193585531505655,124.62876787047556,3540.966155975497,3.5196260675962807,,,,,
An Giang,1990,2,1.860875422718628,7.993766770413151,-6.132891347694523,-0.8907209703259941,73.58388290542462,3540.966155975497,2.078073600936552,,,,,
An Giang,1990,3,33.529904738546335,36.708939552375234,-3.179034813828899,-0.0901658427037265,20.839681271182727,3540.966155975497,0.5885309362817569,,,,,
An Giang,1990,4,55.807199392502966,87.46122282071849,-31.654023428215524,-0.5536962489640659,86.76415507747309,3540.966155975497,2.4502960846167854,,,,,
An Giang,1990,5,86.53562522450159,160.90414112279777,-74.36851589829618,-1.4475670403333514,113.8409471883975,3540.966155975497,3.21496851915083,,,,,
An Giang,1990,6,195.67219417050617,164.48686055884076,31.185333611665413,0.8054692731069949,17.376740657801925,3540.966155975497,0.4907344462606089,,,,,
An Giang,1990,7,198.4513660489464,201.0466543748563,-2.5952883259099337,-0.0530957176290908,39.548516712769946,3540.966155975497,1.1168849113689077,,,,,
An Giang,1990,8,204.64558772235023,161.81253524050075,42.83305248184948,1.0756545363814958,337.9848706221808,3540.966155975497,9.544990144902126,,,,,
An Giang,1990,9,171.08102208907778,197.52043749205163,-26.43941540297385,-0.7124004460386684,1136.434223331255,3540.966155975497,32.0939024343253,,,,,
An Giang,1990,10,270.4390864991233,266.69010025401894,3.7489862451043336,0.0528973078308776,1202.0485429580356,3540.966155975497,33.94690855572114,,,,,
An Giang,1990,11,115.17773941059158,145.29376415754825,-30.11602474695667,-0.4360238537309333,597.2082357987866,3540.966155975497,16.86568607245732,,,,,
An Giang,1990,12,6.703961041229934,38.958010420002815,-32.25404937877288,-1.1349804640612675,465.1909418725356,3540.966155975497,13.13740152775848,,,,,
An Giang,1991,1,7.404938624363443,11.738263733567123,-4.33332510920368,-0.6751171134069377,6.555521497070307,3540.966155975497,0.1851336953901027,,,,,
An Giang,1991,2,2.331474697080698,7.993766770413151,-5.662292073332453,-0.8223726793600915,0.0,3540.966155975497,0.0,,,,,
An Giang,1991,3,28.196854160798782,36.708939552375234,-8.512085391576452,-0.2414252744760532,26.87475222718616,3540.966155975497,0.7589666504390088,,,,,
An Giang,1991,4,40.98747461290542,87.46122282071849,-46.47374820781307,-0.8129247808362168,216.44988403817865,3540.966155975497,6.112735183105672,,,,,
An Giang,1991,5,106.77341477277034,160.90414112279777,-54.13072635002743,-1.0536428539297902,204.6301736036378,3540.966155975497,5.778936160073647,,,,,
An Giang,1991,6,190.66717955222623,164.48686055884076,26.18031899338547,0.6761974321616148,61.44456485265779,3540.966155975497,1.7352485775377453,,,,,
An Giang,1991,7,179.62444809698792,201.0466543748563,-21.422206277868383,-0.4382663013455523,0.0,3540.966155975497,0.0,,,,,
An Giang,1991,8,195.72244730377668,161.81253524050075,33.909912063275925,0.8515701923092406,65.5941343758544,3540.966155975497,1.8524360721483355,,,,,
An Giang,1991,9,175.69104578211028,197.52043749205163,-21.829391709941348,-0.5881850318508121,0.0,3540.966155975497,0.0,,,,,
An Giang,1991,10,222.4998044299633,266.69010025401894,-44.19029582405565,-0.6235146059538463,142.26375193340527,3540.966155975497,4.017653534850383,,,,,
An Giang,1991,11,57.08435123498744,145.29376415754825,-88.20941292256082,-1.2771077352008358,1880.6939494391368,3540.966155975497,53.11245198617345,,,,,
An Giang,1991,12,14.2644246212815,38.958010420002815,-24.693585798721315,-0.868937017490104,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,1,9.008178430903852,11.738263733567123,-2.730085302663271,-0.4253378785205983,31.98026511621352,3540.966155975497,0.9031508268511906,,,,,
An Giang,1992,2,6.724682009844611,7.993766770413151,-1.26908476056854,-0.1843176970328167,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,3,9.191693217835208,36.708939552375234,-27.517246334540022,-0.780461948339446,43.65129957368138,3540.966155975497,1.232751109468199,,,,,
An Giang,1992,4,49.33406372147918,87.46122282071849,-38.12715909923931,-0.6669251706589474,25.35867678761212,3540.966155975497,0.7161513460053415,,,,,
An Giang,1992,5,111.3160293516148,160.90414112279777,-49.588111771182966,-0.9652218459017994,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,6,189.5650725688199,164.48686055884076,25.07821200997913,0.6477317013836574,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,7,245.7087703091452,201.0466543748563,44.66211593428889,0.9137200952550416,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,8,214.5514218283663,161.81253524050075,52.73888658786555,1.324416993768671,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,9,153.7718424358493,197.52043749205163,-43.74859505620233,-1.178790005625392,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,10,230.828187689109,266.69010025401894,-35.86191256490994,-0.5060030910562241,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,11,22.715692535209573,145.29376415754825,-122.57807162233868,-1.7747017948336448,0.0,3540.966155975497,0.0,,,,,
An Giang,1992,12,25.38408044884612,38.958010420002815,-13.573929971156698,-0.4776499582076572,0.0,3540.966155975497,0.0,,,,,
An Giang,1993,1,6.868607790515339,11.738263733567123,-4.869655943051784,-0.7586756083856833,0.0,3540.966155975497,0.0,,,,,
An Giang,1993,2,1.7984414273740776,7.993766770413151,-6.195325343039073,-0.8997886784854631,0.0,3540.966155975497,0.0,,,,,
An Giang,1993,3,52.5805418732088,36.708939552375234,15.871602320833569,0.4501606563385696,0.0,3540.966155975497,0.0,,,,,
An Giang,1993,4,38.45042554515916,87.46122282071849,-49.01079727555933,-0.8573031694298362,0.0,3540.966155975497,0.0,,,,,
An Giang,1993,5,93.61839025818176,160.90414112279777,-67.285750864616,-1.3097025543564855,0.0,3540.966155975497,0.0,,,,,
An Giang,1993,6,178.355527950472,164.48686055884076,13.868667391631249,0.3582063793834573,0.0,3540.966155975497,0.0,,,,,
An Giang,1993,7,241.24510896456923,201.0466543748563,40.19845458971293,0.8224002600069102,0.0,3540.966155975497,0.0,,,,,
