province_name,year,month,date,water_area_km2,province_area_km2,water_area_pct
Tra Vinh,2005,9,2005-09-01,219.2800375217908,2254.4401122278623,9.726585165533445
Vinh Long,2005,9,2005-09-01,61.52286764922411,1534.6515536941374,4.008914434102602
Bac Lieu,2005,9,2005-09-01,494.1256750882532,2610.873855724368,18.92568168335201
Ca Mau,2005,9,2005-09-01,317.802602486414,5185.881144708419,6.128227655404215
Can Tho city,2005,9,2005-09-01,262.2219817576037,1398.2168353387826,18.754028354555487
Hau Giang,2005,9,2005-09-01,47.54875358706288,1678.4219435418108,2.83294399063476
An Giang,2005,9,2005-09-01,597.9588901939517,3540.966155975497,16.886885213090117
Ben Tre,2005,9,2005-09-01,348.78021371540046,2293.238665129326,15.209067377892444
Dong Thap,2005,9,2005-09-01,1490.6984125127806,3393.2412305670014,43.93140101812593
Kien Giang,2005,9,2005-09-01,165.6976493578342,6294.25596863703,2.6325216226265846
Long An,2005,9,2005-09-01,868.8844471130119,4493.542342739985,19.33629152325291
Tien Giang,2005,9,2005-09-01,340.6872956807602,2393.1845244412143,14.235730350141196
Soc Trang,2005,10,2005-10-01,524.4977087845684,3348.8468758966987,15.662039150241144
Tra Vinh,2005,10,2005-10-01,197.4240681221469,2254.4401122278623,8.757121870363205
Vinh Long,2005,10,2005-10-01,259.0721253101349,1534.6515536941374,16.88149500038033
Bac Lieu,2005,10,2005-10-01,862.0461670804219,2610.873855724368,33.01753415586804
Ca Mau,2005,10,2005-10-01,957.1408896706002,5185.881144708419,18.45666846119776
Can Tho city,2005,10,2005-10-01,827.393496611609,1398.2168353387826,59.17490590156817
Hau Giang,2005,10,2005-10-01,245.10666855516217,1678.4219435418108,14.603399907769164
An Giang,2005,10,2005-10-01,1952.470252423276,3540.966155975497,55.13947793961312
Ben Tre,2005,10,2005-10-01,273.8235579368703,2293.238665129326,11.940473623639528
Dong Thap,2005,10,2005-10-01,2023.6116320540568,3393.2412305670014,59.63653906550925
Kien Giang,2005,10,2005-10-01,2373.767441074837,6294.25596863703,37.71323334962587
Long An,2005,10,2005-10-01,1495.7068664927388,4493.542342739985,33.28569650421311
Tien Giang,2005,10,2005-10-01,391.67933787308834,2393.1845244412143,16.366449551755384
Soc Trang,2005,11,2005-11-01,462.19922025424665,3348.8468758966987,13.801742432027044
Tra Vinh,2005,11,2005-11-01,189.62368027341813,2254.4401122278623,8.411120758760363
Vinh Long,2005,11,2005-11-01,265.40113951073573,1534.6515536941374,17.29390224587954
Bac Lieu,2005,11,2005-11-01,599.7666384707944,2610.873855724368,22.9718734651159
Ca Mau,2005,11,2005-11-01,1008.296963524225,5185.881144708419,19.443117483575055
Can Tho city,2005,11,2005-11-01,661.2170505921608,1398.2168353387826,47.290022111051925
Hau Giang,2005,11,2005-11-01,381.3733892349499,1678.4219435418108,22.722140323676577
An Giang,2005,11,2005-11-01,2122.4618889563267,3540.966155975497,59.94019133378619
Ben Tre,2005,11,2005-11-01,260.57175299855965,2293.238665129326,11.362609437943732
Dong Thap,2005,11,2005-11-01,1933.8838919595487,3393.2412305670014,56.9922313373636
Kien Giang,2005,11,2005-11-01,2015.833592068403,6294.25596863703,32.026558851640026
Long An,2005,11,2005-11-01,1307.297908913383,4493.542342739985,29.09281384708716
Tien Giang,2005,11,2005-11-01,390.4936747072927,2393.1845244412143,16.316906227632792
Soc Trang,2005,12,2005-12-01,24.16032926969624,3348.8468758966987,0.7214521942938041
Tra Vinh,2005,12,2005-12-01,63.58094653472003,2254.4401122278623,2.820254403293448
Vinh Long,2005,12,2005-12-01,83.07980727253712,1534.6515536941374,5.413594185113325
Bac Lieu,2005,12,2005-12-01,22.975711367462527,2610.873855724368,0.8800008210694685
Ca Mau,2005,12,2005-12-01,300.2162147628653,5185.881144708419,5.789107123467352
Can Tho city,2005,12,2005-12-01,94.8809199517388,1398.2168353387826,6.78585163285847
Hau Giang,2005,12,2005-12-01,62.50318955305512,1678.4219435418108,3.723925905136864
An Giang,2005,12,2005-12-01,420.4157614000512,3540.966155975497,11.872911032786511
Ben Tre,2005,12,2005-12-01,174.07490717183114,2293.238665129326,7.590788949217996
Dong Thap,2005,12,2005-12-01,637.475913901119,3393.2412305670014,18.7866370406739
Kien Giang,2005,12,2005-12-01,102.88739414530308,6294.25596863703,1.6346236101291336
Long An,2005,12,2005-12-01,527.3146091360943,4493.542342739985,11.734942477799343
Tien Giang,2005,12,2005-12-01,98.21939230238728,2393.1845244412143,4.104129510252477
Soc Trang,2006,1,2006-01-01,272.2102220476018,3348.8468758966987,8.128476222870413
Tra Vinh,2006,1,2006-01-01,250.97714991153185,2254.4401122278623,11.132571167016431
Vinh Long,2006,1,2006-01-01,81.22687104265782,1534.6515536941374,5.292854319088428
Bac Lieu,2006,1,2006-01-01,231.51356584226653,2610.873855724368,8.86728270439687
Ca Mau,2006,1,2006-01-01,257.2832995307127,5185.881144708419,4.961226305644124
Can Tho city,2006,1,2006-01-01,37.34310382509932,1398.2168353387826,2.670766284690831
Hau Giang,2006,1,2006-01-01,11.683576116358395,1678.4219435418108,0.6961048240172362
An Giang,2006,1,2006-01-01,52.08236133574357,3540.966155975497,1.470851712260872
Ben Tre,2006,1,2006-01-01,366.22966124228975,2293.238665129326,15.969975860390283
Dong Thap,2006,1,2006-01-01,116.15650000367276,3393.2412305670014,3.4231724805566888
Kien Giang,2006,1,2006-01-01,99.21005404968216,6294.25596863703,1.5761998645117907
Long An,2006,1,2006-01-01,161.36903405987826,4493.542342739985,3.5911319344880543
Tien Giang,2006,1,2006-01-01,136.5823988194135,2393.1845244412143,5.70714031553017
Soc Trang,2006,2,2006-02-01,305.4228031898151,3348.8468758966987,9.120237935872598
Tra Vinh,2006,2,2006-02-01,228.91529892260075,2254.4401122278623,10.153975600460026
Vinh Long,2006,2,2006-02-01,76.14494511095415,1534.6515536941374,4.961709055561297
Bac Lieu,2006,2,2006-02-01,172.56918074125218,2610.873855724368,6.6096330300635735
Ca Mau,2006,2,2006-02-01,523.4826458431162,5185.881144708419,10.094381865601926
Can Tho city,2006,2,2006-02-01,29.85302412981348,1398.2168353387826,2.1350782922435774
Hau Giang,2006,2,2006-02-01,9.79139751027826,1678.4219435418108,0.5833692503814877
An Giang,2006,2,2006-02-01,74.46182703964536,3540.966155975497,2.102867515804651
Ben Tre,2006,2,2006-02-01,399.0916674024273,2293.238665129326,17.402971329193107
Dong Thap,2006,2,2006-02-01,104.80621321304572,3393.2412305670014,3.0886755786452844
Kien Giang,2006,2,2006-02-01,245.086188504668,6294.25596863703,3.893807142986901
Long An,2006,2,2006-02-01,80.20339825954534,4493.542342739985,1.7848590742474335
Tien Giang,2006,2,2006-02-01,129.4625127409342,2393.1845244412143,5.409633541365242
Soc Trang,2006,3,2006-03-01,427.46685176234513,3348.8468758966987,12.764598311109255
Tra Vinh,2006,3,2006-03-01,302.3748556585837,2254.4401122278623,13.412414639827077
Vinh Long,2006,3,2006-03-01,94.81919520334992,1534.6515536941374,6.178548803153775
Bac Lieu,2006,3,2006-03-01,629.1336436026924,2610.873855724368,24.09666948187904
Ca Mau,2006,3,2006-03-01,945.4568420588756,5185.881144708419,18.231363497861945
Can Tho city,2006,3,2006-03-01,40.80114707521521,1398.2168353387826,2.9180843803335588
Hau Giang,2006,3,2006-03-01,10.35980106398394,1678.4219435418108,0.6172346056273941
An Giang,2006,3,2006-03-01,91.77864738377704,3540.966155975497,2.591909759682327
Ben Tre,2006,3,2006-03-01,414.2715432935446,2293.238665129326,18.06491184685228
Dong Thap,2006,3,2006-03-01,141.4993952734278,3393.2412305670014,4.170036424135506
Kien Giang,2006,3,2006-03-01,259.1437143143869,6294.25596863703,4.1171461028221
Long An,2006,3,2006-03-01,88.2674204649704,4493.542342739985,1.9643170962343357
Tien Giang,2006,3,2006-03-01,137.6268686633247,2393.1845244412143,5.75078383040519
Soc Trang,2006,4,2006-04-01,527.9855478143954,3348.8468758966987,15.766189598412744
Tra Vinh,2006,4,2006-04-01,332.91541656906514,2254.4401122278623,14.767099589976445
Vinh Long,2006,4,2006-04-01,97.95143293424267,1534.6515536941374,6.382649709535617
Bac Lieu,2006,4,2006-04-01,979.9480992891228,2610.873855724368,37.53333762719239
Ca Mau,2006,4,2006-04-01,1544.032080382218,5185.881144708419,29.77376529266817
Can Tho city,2006,4,2006-04-01,83.26460887180104,1398.2168353387826,5.955056953067393
Hau Giang,2006,4,2006-04-01,27.897376545700475,1678.4219435418108,1.662119388574684
An Giang,2006,4,2006-04-01,403.1811840853616,3540.966155975497,11.386191404427295
Ben Tre,2006,4,2006-04-01,450.648919500754,2293.238665129326,19.65120012815325
Dong Thap,2006,4,2006-04-01,295.2950482005782,3393.2412305670014,8.702447840740023
Kien Giang,2006,4,2006-04-01,772.2336392789175,6294.25596863703,12.268862962148305
Long An,2006,4,2006-04-01,154.4388298037943,4493.542342739985,3.4369060759673102
Tien Giang,2006,4,2006-04-01,149.48099499458635,2393.1845244412143,6.246112385733763
Soc Trang,2006,5,2006-05-01,473.551335703004,3348.8468758966987,14.140728234288238
Tra Vinh,2006,5,2006-05-01,216.82198514727207,2254.4401122278623,9.61755355448348
Vinh Long,2006,5,2006-05-01,61.35202062772339,1534.6515536941374,3.997781807866408
Bac Lieu,2006,5,2006-05-01,1009.5426077018924,2610.873855724368,38.666847327321456
Ca Mau,2006,5,2006-05-01,1266.0841492214106,5185.881144708419,24.41406028970217
Can Tho city,2006,5,2006-05-01,26.872433021073554,1398.2168353387826,1.9219074139214225
Hau Giang,2006,5,2006-05-01,11.158042481984786,1678.4219435418108,0.6647936488746717
An Giang,2006,5,2006-05-01,69.99390599821977,3540.966155975497,1.976689494196457
Ben Tre,2006,5,2006-05-01,315.7052424955731,2293.238665129326,13.766785258601466
Dong Thap,2006,5,2006-05-01,95.05096202484484,3393.2412305670014,2.801184931050778
Kien Giang,2006,5,2006-05-01,456.9708407297289,6294.25596863703,7.260124834558996
Long An,2006,5,2006-05-01,72.56921270888287,4493.542342739985,1.6149667049678458
Tien Giang,2006,5,2006-05-01,112.67407827372251,2393.1845244412143,4.708123302779206
Soc Trang,2006,6,2006-06-01,506.4629856306287,3348.8468758966987,15.12350383279368
Tra Vinh,2006,6,2006-06-01,281.3134233617386,2254.4401122278623,12.478194556418783
Vinh Long,2006,6,2006-06-01,78.89966964621077,1534.6515536941374,5.141210684359416
Bac Lieu,2006,6,2006-06-01,874.4415698557764,2610.873855724368,33.4922948475107
Ca Mau,2006,6,2006-06-01,1096.1100521643657,5185.881144708419,21.13642834415549
Can Tho city,2006,6,2006-06-01,42.32759760906952,1398.2168353387826,3.0272556115242097
Hau Giang,2006,6,2006-06-01,18.60974715420137,1678.4219435418108,1.1087645288365946
An Giang,2006,6,2006-06-01,87.72498762403023,3540.966155975497,2.477430841184162
Ben Tre,2006,6,2006-06-01,398.14915322210607,2293.238665129326,17.361871630559335
Dong Thap,2006,6,2006-06-01,126.5330012674744,3393.2412305670014,3.7289715840901496
Kien Giang,2006,6,2006-06-01,237.97209861353417,6294.25596863703,3.780782030462373
Long An,2006,6,2006-06-01,78.09205520344919,4493.542342739985,1.7378729128839527
Tien Giang,2006,6,2006-06-01,141.369604889862,2393.1845244412143,5.907175290750739
Soc Trang,2006,7,2006-07-01,0.0,3348.8468758966987,0.0
Tra Vinh,2006,7,2006-07-01,0.1021624909825942,2254.4401122278623,0.0045316125466573
Vinh Long,2006,7,2006-07-01,0.0,1534.6515536941374,0.0
Bac Lieu,2006,7,2006-07-01,0.0,2610.873855724368,0.0
Ca Mau,2006,7,2006-07-01,0.0,5185.881144708419,0.0
Can Tho city,2006,7,2006-07-01,0.0,1398.2168353387826,0.0
Hau Giang,2006,7,2006-07-01,0.0,1678.4219435418108,0.0
An Giang,2006,7,2006-07-01,3.00005951541867,3540.966155975497,0.0847243205178894
Ben Tre,2006,7,2006-07-01,103.89734548265211,2293.238665129326,4.530594528275707
Dong Thap,2006,7,2006-07-01,18.723629249434765,3393.2412305670014,0.5517918702852169
Kien Giang,2006,7,2006-07-01,0.0,6294.25596863703,0.0
Long An,2006,7,2006-07-01,0.0726716302049823,4493.542342739985,0.0016172459200789
Tien Giang,2006,7,2006-07-01,27.228340480665977,2393.1845244412143,1.1377451342588611
Soc Trang,2006,8,2006-08-01,381.6980836748826,3348.8468758966987,11.397895986888852
Tra Vinh,2006,8,2006-08-01,204.0381018676381,2254.4401122278623,9.050499978285314
Vinh Long,2006,8,2006-08-01,79.29700738799994,1534.6515536941374,5.167101756559664
Bac Lieu,2006,8,2006-08-01,447.6833284272042,2610.873855724368,17.146876990845573
Ca Mau,2006,8,2006-08-01,395.0116401808103,5185.881144708419,7.617059264535461
Can Tho city,2006,8,2006-08-01,266.9713155606933,1398.2168353387826,19.09369911827783
Hau Giang,2006,8,2006-08-01,50.57790958667657,1678.4219435418108,3.0134204203709896
An Giang,2006,8,2006-08-01,1261.8755944537966,3540.966155975497,35.63647713278309
Ben Tre,2006,8,2006-08-01,292.8159846234902,2293.238665129326,12.76866595160853
Dong Thap,2006,8,2006-08-01,1520.8291826930454,3393.2412305670014,44.81936530162104
Kien Giang,2006,8,2006-08-01,364.1370558639866,6294.25596863703,5.785227955113454
Long An,2006,8,2006-08-01,605.4727369119323,4493.542342739985,13.474285780129955
Tien Giang,2006,8,2006-08-01,120.31626085689923,2393.1845244412143,5.0274544076367
Soc Trang,2006,9,2006-09-01,289.07138670880045,3348.8468758966987,8.631967880926108
Tra Vinh,2006,9,2006-09-01,131.64571202195077,2254.4401122278623,5.839397165971158
Vinh Long,2006,9,2006-09-01,50.59284349052581,1534.6515536941374,3.296699069488524
Bac Lieu,2006,9,2006-09-01,434.9095156587954,2610.873855724368,16.657622684652182
Ca Mau,2006,9,2006-09-01,519.6401161539033,5185.881144708419,10.020285881101128
Can Tho city,2006,9,2006-09-01,220.83699640883663,1398.2168353387826,15.794188056341682
Hau Giang,2006,9,2006-09-01,40.21604460984622,1678.4219435418108,2.3960628472827405
An Giang,2006,9,2006-09-01,1920.0714029482656,3540.966155975497,54.22450592215014
Ben Tre,2006,9,2006-09-01,207.58870114398832,2293.238665129326,9.052206571455198
Dong Thap,2006,9,2006-09-01,1146.0981647513468,3393.2412305670014,33.77591178685038
Kien Giang,2006,9,2006-09-01,704.5007565536041,6294.25596863703,11.192756698551586
Long An,2006,9,2006-09-01,525.1037896323504,4493.542342739985,11.68574255188086
Tien Giang,2006,9,2006-09-01,81.66569067930493,2393.1845244412143,3.412427660519537
Soc Trang,2006,10,2006-10-01,175.30610416224812,3348.8468758966987,5.234819944262383
Tra Vinh,2006,10,2006-10-01,199.1439636624638,2254.4401122278623,8.833411124222215
Vinh Long,2006,10,2006-10-01,418.2708474528585,1534.6515536941374,27.25510207486628
Bac Lieu,2006,10,2006-10-01,200.11723458703267,2610.873855724368,7.66476075235399
Ca Mau,2006,10,2006-10-01,336.7455501676146,5185.881144708419,6.49350690405282
Can Tho city,2006,10,2006-10-01,580.8713320807362,1398.2168353387826,41.54372321943852
Hau Giang,2006,10,2006-10-01,203.41248695857297,1678.4219435418108,12.1192699929394
An Giang,2006,10,2006-10-01,2209.566017503966,3540.966155975497,62.400088568348814
Ben Tre,2006,10,2006-10-01,353.4418086639911,2293.238665129326,15.412342990652434
Dong Thap,2006,10,2006-10-01,2080.531964923436,3393.2412305670014,61.31400108490914
Kien Giang,2006,10,2006-10-01,2074.526759990492,6294.25596863703,32.95904663438265
Long An,2006,10,2006-10-01,1527.4757390866357,4493.542342739985,33.99268600538526
Tien Giang,2006,10,2006-10-01,412.0159188996259,2393.1845244412143,17.216220257643013
Soc Trang,2006,11,2006-11-01,347.6711634505864,3348.8468758966987,10.381817274266766
Tra Vinh,2006,11,2006-11-01,271.8145465425607,2254.4401122278623,12.056853720276944
Vinh Long,2006,11,2006-11-01,454.3525388721976,1534.6515536941374,29.606234573477124
Bac Lieu,2006,11,2006-11-01,188.3935322044608,2610.873855724368,7.215727094260262
Ca Mau,2006,11,2006-11-01,248.7514663966301,5185.881144708419,4.796705891542687
Can Tho city,2006,11,2006-11-01,784.0212474149218,1398.2168353387826,56.07293715820239
Hau Giang,2006,11,2006-11-01,379.38266672931934,1678.4219435418108,22.60353352678081
An Giang,2006,11,2006-11-01,2347.540993330116,3540.966155975497,66.29662329216458
Ben Tre,2006,11,2006-11-01,369.193858748715,2293.238665129326,16.09923399437775
Dong Thap,2006,11,2006-11-01,2084.911261391664,3393.2412305670014,61.44306047593558
Kien Giang,2006,11,2006-11-01,2007.66361345144,6294.25596863703,31.89675830559181
Long An,2006,11,2006-11-01,1295.0690803413752,4493.542342739985,28.820671567360662
Tien Giang,2006,11,2006-11-01,442.0132316127808,2393.1845244412143,18.469667804491035
Soc Trang,2006,12,2006-12-01,289.454457426039,3348.8468758966987,8.643406765158042
Tra Vinh,2006,12,2006-12-01,249.5866216796775,2254.4401122278623,11.070891629630973
Vinh Long,2006,12,2006-12-01,199.0584049318118,1534.6515536941374,12.97091867223203
Bac Lieu,2006,12,2006-12-01,377.0159811712464,2610.873855724368,14.44022201013791
Ca Mau,2006,12,2006-12-01,590.0928868792465,5185.881144708419,11.378835542371943
Can Tho city,2006,12,2006-12-01,191.706671393384,1398.2168353387826,13.710796962828317
Hau Giang,2006,12,2006-12-01,67.09092415931268,1678.4219435418108,3.99726209595051
An Giang,2006,12,2006-12-01,1447.3849899916495,3540.966155975497,40.87542569558706
Ben Tre,2006,12,2006-12-01,382.2007935900044,2293.238665129326,16.666420264131137
Dong Thap,2006,12,2006-12-01,1241.975732369994,3393.2412305670014,36.60145707243051
Kien Giang,2006,12,2006-12-01,358.4033123908301,6294.25596863703,5.694133098124375
Long An,2006,12,2006-12-01,841.296092651811,4493.542342739985,18.722335931941437
Tien Giang,2006,12,2006-12-01,163.5165484392841,2393.1845244412143,6.8325925882152205
Soc Trang,2007,1,2007-01-01,173.9953244459755,3348.8468758966987,5.195678718495778
Tra Vinh,2007,1,2007-01-01,229.8334648427376,2254.4401122278623,10.194702604701869
Vinh Long,2007,1,2007-01-01,83.94485060451214,1534.6515536941374,5.469961595024241
Bac Lieu,2007,1,2007-01-01,263.48386685712256,2610.873855724368,10.091788474553509
Ca Mau,2007,1,2007-01-01,322.49464303544704,5185.881144708419,6.218704864929557
Can Tho city,2007,1,2007-01-01,40.19801269604343,1398.2168353387826,2.874948411438888
Hau Giang,2007,1,2007-01-01,9.220432891692727,1678.4219435418108,0.5493513074689517
An Giang,2007,1,2007-01-01,114.90562135677874,3540.966155975497,3.245035854490496
Ben Tre,2007,1,2007-01-01,355.7651114961662,2293.238665129326,15.513653982286357
Dong Thap,2007,1,2007-01-01,131.75872593722485,3393.2412305670014,3.882975508794237
Kien Giang,2007,1,2007-01-01,177.4256454748919,6294.25596863703,2.818850176398403
Long An,2007,1,2007-01-01,134.52104157486514,4493.542342739985,2.993652475361777
Tien Giang,2007,1,2007-01-01,129.26623590578603,2393.1845244412143,5.40143204945588
Soc Trang,2007,2,2007-02-01,194.51108244810212,3348.8468758966987,5.808300279361659
Tra Vinh,2007,2,2007-02-01,232.70230117383747,2254.4401122278623,10.321955323261104
Vinh Long,2007,2,2007-02-01,77.34431835607748,1534.6515536941374,5.039861861143532
Bac Lieu,2007,2,2007-02-01,294.33110629705794,2610.873855724368,11.273279467398778
Ca Mau,2007,2,2007-02-01,632.092967679215,5185.881144708419,12.18872839621848
Can Tho city,2007,2,2007-02-01,25.611371142931112,1398.2168353387826,1.8317166905464688
Hau Giang,2007,2,2007-02-01,8.41225146204493,1678.4219435418108,0.5012000405746229
An Giang,2007,2,2007-02-01,64.29616139676203,3540.966155975497,1.815780173110668
Ben Tre,2007,2,2007-02-01,349.1184153899486,2293.238665129326,15.2238151527181
Dong Thap,2007,2,2007-02-01,110.3740659339302,3393.2412305670014,3.2527621360856505
Kien Giang,2007,2,2007-02-01,262.11964504708527,6294.25596863703,4.164426206261281
Long An,2007,2,2007-02-01,69.80695382738756,4493.542342739985,1.5534949601659265
Tien Giang,2007,2,2007-02-01,127.3304824541773,2393.1845244412143,5.320545956810737
Soc Trang,2007,3,2007-03-01,0.0,3348.8468758966987,0.0
Tra Vinh,2007,3,2007-03-01,57.83491498647521,2254.4401122278623,2.565378191808436
Vinh Long,2007,3,2007-03-01,0.0,1534.6515536941374,0.0
Bac Lieu,2007,3,2007-03-01,0.0,2610.873855724368,0.0
Ca Mau,2007,3,2007-03-01,33.720675634805445,5185.881144708419,0.6502400400983624
Can Tho city,2007,3,2007-03-01,0.0,1398.2168353387826,0.0
Hau Giang,2007,3,2007-03-01,0.0,1678.4219435418108,0.0
An Giang,2007,3,2007-03-01,33.702484894375225,3540.966155975497,0.9517878287964197
Ben Tre,2007,3,2007-03-01,107.13970101217328,2293.238665129326,4.671982146530361
Dong Thap,2007,3,2007-03-01,29.3653290420852,3393.2412305670014,0.8654064667597574
Kien Giang,2007,3,2007-03-01,309.92952200404056,6294.25596863703,4.924005689446934
Long An,2007,3,2007-03-01,48.28834845465284,4493.542342739985,1.0746165223672626
Tien Giang,2007,3,2007-03-01,57.51530479384594,2393.1845244412143,2.4032958681811305
Soc Trang,2007,4,2007-04-01,521.2560112798539,3348.8468758966987,15.565238740283716
Tra Vinh,2007,4,2007-04-01,346.21094507596393,2254.4401122278623,15.356848168117205
Vinh Long,2007,4,2007-04-01,100.80805883028373,1534.6515536941374,6.568791370759279
Bac Lieu,2007,4,2007-04-01,753.791110324373,2610.873855724368,28.871219062218508
Ca Mau,2007,4,2007-04-01,1053.137726276099,5185.881144708419,20.30778756568114
Can Tho city,2007,4,2007-04-01,51.06392169126178,1398.2168353387826,3.652074585333482
Hau Giang,2007,4,2007-04-01,11.999181840674268,1678.4219435418108,0.7149085417313813
An Giang,2007,4,2007-04-01,274.9948767121735,3540.966155975497,7.766097290935995
Ben Tre,2007,4,2007-04-01,441.5835716550857,2293.238665129326,19.25589247947652
Dong Thap,2007,4,2007-04-01,260.4336196857825,3393.2412305670014,7.675069409735563
Kien Giang,2007,4,2007-04-01,393.3000010979832,6294.25596863703,6.248554285966688
Long An,2007,4,2007-04-01,161.764570536682,4493.542342739985,3.599934265625376
Tien Giang,2007,4,2007-04-01,138.3842573989666,2393.1845244412143,5.782431567046758
Soc Trang,2007,5,2007-05-01,441.90015802852247,3348.8468758966987,13.19559162913944
Tra Vinh,2007,5,2007-05-01,224.19591708142988,2254.4401122278623,9.94463839892722
Vinh Long,2007,5,2007-05-01,49.358279759549575,1534.6515536941374,3.2162532035846683
Bac Lieu,2007,5,2007-05-01,536.0643002520459,2610.873855724368,20.531987751025174
Ca Mau,2007,5,2007-05-01,800.9340120765488,5185.881144708419,15.444511544461593
Can Tho city,2007,5,2007-05-01,35.5617835346765,1398.2168353387826,2.5433668538299368
Hau Giang,2007,5,2007-05-01,11.651969994807477,1678.4219435418108,0.6942217384395879
An Giang,2007,5,2007-05-01,93.9232956837378,3540.966155975497,2.652476514785072
Ben Tre,2007,5,2007-05-01,286.800693786481,2293.238665129326,12.506360465115698
Dong Thap,2007,5,2007-05-01,115.7908316336542,3393.2412305670014,3.412396106430248
Kien Giang,2007,5,2007-05-01,586.4358858780975,6294.25596863703,9.31700091003902
Long An,2007,5,2007-05-01,65.87649024931419,4493.542342739985,1.4660258038014904
Tien Giang,2007,5,2007-05-01,105.19738030648632,2393.1845244412143,4.39570702685573
Soc Trang,2007,6,2007-06-01,373.3138429445705,3348.8468758966987,11.147533965541816
Tra Vinh,2007,6,2007-06-01,218.38829863087253,2254.4401122278623,9.687030382681527
Vinh Long,2007,6,2007-06-01,55.077873523904685,1534.6515536941374,3.5889497776432666
Bac Lieu,2007,6,2007-06-01,545.7309741180588,2610.873855724368,20.90223443470997
Ca Mau,2007,6,2007-06-01,747.4881725853554,5185.881144708419,14.413908682579027
Can Tho city,2007,6,2007-06-01,30.751766326147365,1398.2168353387826,2.1993560332647784
Hau Giang,2007,6,2007-06-01,5.125874312415035,1678.4219435418108,0.3053984328635742
An Giang,2007,6,2007-06-01,69.61493755974654,3540.966155975497,1.9659870920333156
Ben Tre,2007,6,2007-06-01,299.0738626768307,2293.238665129326,13.041549805718306
Dong Thap,2007,6,2007-06-01,88.32756239660286,3393.2412305670014,2.603044004090554
Kien Giang,2007,6,2007-06-01,463.61503716221193,6294.25596863703,7.365684514139708
Long An,2007,6,2007-06-01,49.68294682007185,4493.542342739985,1.1056521343421268
Tien Giang,2007,6,2007-06-01,100.30119478496472,2393.1845244412143,4.191118309541304
Soc Trang,2007,7,2007-07-01,328.6090437624934,3348.8468758966987,9.812602843314654
Tra Vinh,2007,7,2007-07-01,191.46357436942864,2254.4401122278623,8.492732777905653
Vinh Long,2007,7,2007-07-01,34.026616458932175,1534.6515536941374,2.217220995673252
Bac Lieu,2007,7,2007-07-01,683.6593453321553,2610.873855724368,26.18507760661149
Ca Mau,2007,7,2007-07-01,818.4705056705589,5185.881144708419,15.782669961607423
Can Tho city,2007,7,2007-07-01,4.80653985171952,1398.2168353387826,0.3437621211702055
Hau Giang,2007,7,2007-07-01,2.8782274715420604,1678.4219435418108,0.1714841421501208
An Giang,2007,7,2007-07-01,80.01602131926275,3540.966155975497,2.259722849489343
Ben Tre,2007,7,2007-07-01,213.28426108095,2293.238665129326,9.30056972804974
Dong Thap,2007,7,2007-07-01,91.9177061016906,3393.2412305670014,2.708846788541804
Kien Giang,2007,7,2007-07-01,453.8613050597995,6294.25596863703,7.210722082503415
Long An,2007,7,2007-07-01,51.05238421680652,4493.542342739985,1.1361278101515964
Tien Giang,2007,7,2007-07-01,82.64096586985045,2393.1845244412143,3.453179854117029
Soc Trang,2007,8,2007-08-01,198.62742389741388,3348.8468758966987,5.931218453941066
Tra Vinh,2007,8,2007-08-01,143.08458996175457,2254.4401122278623,6.346790459665695
Vinh Long,2007,8,2007-08-01,60.52928176441557,1534.6515536941374,3.944171015154057
Bac Lieu,2007,8,2007-08-01,483.7792218878328,2610.873855724368,18.529398531726912
Ca Mau,2007,8,2007-08-01,549.4191376412973,5185.881144708419,10.59451850727267
Can Tho city,2007,8,2007-08-01,125.18807853551633,1398.2168353387826,8.953409469224686
Hau Giang,2007,8,2007-08-01,57.450956969704094,1678.4219435418108,3.4229150298446958
An Giang,2007,8,2007-08-01,445.69726109026055,3540.966155975497,12.586882829651785
Ben Tre,2007,8,2007-08-01,246.62619708718427,2293.238665129326,10.754493234278163
Dong Thap,2007,8,2007-08-01,650.942602844745,3393.2412305670014,19.183505050596544
Kien Giang,2007,8,2007-08-01,187.4168647058777,6294.25596863703,2.977585685103006
Long An,2007,8,2007-08-01,136.87495965526668,4493.542342739985,3.0460369395741744
Tien Giang,2007,8,2007-08-01,107.26757624908676,2393.1845244412143,4.482210843066216
Soc Trang,2007,9,2007-09-01,335.594028630183,3348.8468758966987,10.021181650484488
Tra Vinh,2007,9,2007-09-01,211.75241601739543,2254.4401122278623,9.392683126461026
Vinh Long,2007,9,2007-09-01,173.66407275460125,1534.6515536941374,11.31618915945875
Bac Lieu,2007,9,2007-09-01,467.8885174979728,2610.873855724368,17.92076306069412
Ca Mau,2007,9,2007-09-01,375.3064931488776,5185.881144708419,7.237082429701144
Can Tho city,2007,9,2007-09-01,141.13186360956644,1398.2168353387826,10.093703640420744
Hau Giang,2007,9,2007-09-01,39.57038691202995,1678.4219435418108,2.3575947075935155
An Giang,2007,9,2007-09-01,935.754257334205,3540.966155975497,26.42652361291533
Ben Tre,2007,9,2007-09-01,276.7160477609145,2293.238665129326,12.066604840072728
Dong Thap,2007,9,2007-09-01,1217.24793304609,3393.2412305670014,35.87272022044514
Kien Giang,2007,9,2007-09-01,150.53910196821926,6294.25596863703,2.391690180989212
Long An,2007,9,2007-09-01,651.5224434644784,4493.542342739985,14.499083212537522
